1.330000	1.500000	2.670000	2.000000	2.330000	2.000000	2.670000	2.670000	3.000000	3.000000	4.000000	4.500000	4.670000	4.000000	4.670000	4.000000	3.670000	4.000000	4.000000	2.600000	3.500000	2.600000	2.250000	2.200000	4.330000	4.000000	2.670000	3.000000	1.500000	6.670000	7.000000	6.330000
2.670000	2.500000	3.670000	5.000000	4.670000	1.500000	2.670000	2.000000	2.670000	2.000000	3.670000	2.500000	3.330000	3.500000	4.670000	4.000000	3.000000	3.750000	3.330000	2.400000	3.250000	2.800000	1.250000	3.200000	5.000000	4.670000	3.670000	2.000000	2.500000	4.670000	5.500000	5.900000
2.670000	1.500000	3.000000	5.500000	1.330000	1.000000	2.670000	1.670000	2.330000	3.500000	5.330000	6.000000	6.000000	6.000000	5.670000	4.500000	3.670000	4.000000	3.000000	2.600000	2.000000	2.600000	2.000000	2.200000	2.670000	4.000000	3.670000	2.670000	1.000000	5.670000	7.000000	7.000000
2.670000	1.500000	4.330000	3.000000	3.670000	5.500000	3.670000	2.670000	2.670000	3.000000	6.000000	4.500000	2.670000	4.000000	3.670000	5.500000	3.000000	2.500000	3.000000	3.600000	3.750000	2.200000	2.750000	2.000000	6.000000	3.670000	2.330000	3.000000	1.500000	6.670000	6.500000	5.000000
1.000000	1.500000	3.670000	1.500000	2.000000	1.000000	4.000000	3.330000	3.330000	4.000000	5.330000	3.000000	1.330000	1.000000	5.670000	6.000000	4.000000	3.250000	4.000000	3.200000	2.500000	2.600000	2.000000	3.400000	4.000000	4.000000	3.330000	2.670000	3.500000	6.330000	6.000000	6.670000
4.000000	3.500000	4.670000	5.000000	5.000000	3.500000	2.330000	2.670000	3.000000	2.500000	3.330000	3.000000	3.330000	4.500000	4.000000	4.000000	3.330000	3.750000	3.670000	3.200000	3.500000	2.800000	3.000000	2.800000	4.330000	4.670000	5.670000	5.330000	2.500000	7.000000	6.000000	6.330000
1.670000	1.000000	2.330000	1.500000	1.000000	1.000000	2.330000	3.000000	2.330000	1.500000	4.670000	4.500000	5.330000	4.500000	5.330000	5.500000	4.000000	3.750000	3.670000	1.940000	2.900000	3.000000	3.220000	3.640000	2.670000	3.000000	2.000000	1.330000	1.500000	6.330000	6.500000	5.330000
1.670000	2.000000	3.670000	3.000000	4.330000	1.000000	3.000000	2.330000	2.670000	3.000000	4.670000	5.500000	6.000000	5.500000	4.330000	5.000000	3.330000	3.500000	3.000000	3.600000	3.750000	2.800000	2.250000	2.600000	5.670000	5.000000	4.330000	1.670000	3.000000	5.670000	6.000000	5.670000
2.670000	1.000000	2.330000	1.000000	1.900000	1.000000	3.330000	2.670000	3.670000	4.000000	4.000000	4.000000	5.670000	4.000000	4.670000	4.000000	4.000000	3.500000	3.330000	2.800000	3.500000	3.000000	2.400000	2.900000	2.330000	3.000000	2.000000	2.670000	2.000000	6.330000	5.500000	6.000000
1.000000	1.000000	1.000000	1.000000	2.330000	1.000000	3.000000	2.670000	3.330000	3.500000	5.670000	4.950000	5.330000	5.250000	4.000000	5.250000	4.000000	3.750000	3.670000	2.400000	2.500000	2.000000	2.000000	2.200000	2.670000	2.000000	1.670000	1.670000	1.500000	6.330000	7.000000	6.330000
2.000000	1.000000	1.330000	3.500000	3.000000	1.000000	3.000000	3.330000	3.330000	3.000000	4.670000	6.000000	6.000000	6.000000	3.670000	5.000000	3.670000	3.750000	3.670000	2.800000	3.250000	2.400000	1.750000	1.200000	3.330000	1.670000	1.670000	1.670000	1.000000	5.670000	4.000000	5.330000
3.670000	1.500000	2.330000	2.500000	1.330000	1.500000	3.330000	3.000000	2.670000	2.500000	5.000000	3.000000	5.000000	4.500000	4.330000	4.500000	3.330000	3.250000	3.330000	3.200000	3.500000	2.600000	2.500000	2.600000	1.330000	1.670000	1.670000	2.000000	2.000000	4.330000	5.000000	5.330000
1.330000	1.000000	2.670000	2.500000	3.330000	1.500000	3.330000	2.670000	3.000000	3.000000	5.330000	5.500000	5.670000	5.500000	6.000000	6.000000	3.330000	3.500000	3.330000	2.400000	2.750000	2.400000	2.250000	2.400000	4.000000	2.670000	3.000000	1.330000	1.000000	6.000000	6.000000	5.000000
1.670000	1.000000	2.330000	5.000000	2.330000	1.000000	4.000000	2.330000	2.670000	3.000000	4.000000	3.500000	4.000000	4.500000	2.000000	5.000000	3.670000	4.000000	3.330000	2.200000	2.000000	2.400000	1.500000	1.400000	1.330000	2.670000	3.330000	1.330000	1.000000	5.670000	6.000000	4.330000
2.000000	2.000000	4.330000	2.500000	4.330000	2.500000	3.000000	2.330000	2.670000	3.000000	4.330000	4.500000	3.330000	4.500000	3.330000	4.500000	3.670000	4.000000	3.000000	3.200000	3.500000	4.000000	2.750000	2.600000	4.670000	4.670000	4.330000	3.000000	1.000000	5.330000	5.000000	6.330000
2.670000	2.000000	2.000000	3.500000	1.330000	1.650000	3.330000	2.670000	3.330000	4.000000	3.670000	6.000000	5.000000	6.000000	1.670000	3.000000	3.330000	3.750000	3.670000	2.800000	2.250000	2.600000	1.500000	2.400000	3.070000	1.330000	1.330000	4.330000	6.000000	6.330000	6.500000	7.000000
1.000000	1.000000	3.330000	4.000000	4.330000	2.000000	3.000000	4.000000	4.000000	3.500000	5.000000	6.000000	5.330000	5.500000	6.000000	5.500000	4.000000	4.000000	4.000000	3.000000	2.750000	3.000000	2.000000	1.600000	5.330000	4.000000	2.670000	1.000000	2.000000	6.670000	7.000000	6.670000
2.000000	2.000000	4.330000	4.000000	5.000000	3.500000	3.670000	3.000000	3.330000	4.000000	4.670000	5.500000	5.670000	5.500000	5.000000	5.000000	4.000000	3.000000	3.670000	2.200000	3.500000	2.400000	2.270000	2.400000	3.330000	3.000000	3.330000	1.330000	1.000000	6.670000	6.500000	7.000000
1.330000	2.000000	4.670000	4.500000	3.000000	2.000000	3.000000	2.670000	3.000000	2.500000	4.670000	5.500000	3.670000	5.500000	5.330000	5.500000	3.000000	3.500000	2.670000	3.200000	4.250000	3.200000	2.500000	3.200000	4.330000	3.330000	2.330000	1.330000	1.000000	6.000000	6.500000	6.000000
3.330000	2.000000	2.330000	3.500000	4.670000	4.000000	2.330000	3.000000	3.000000	2.000000	2.670000	3.500000	4.000000	4.000000	4.670000	5.000000	3.670000	3.500000	3.000000	3.000000	2.000000	2.600000	2.000000	2.000000	6.330000	6.000000	4.330000	2.000000	2.000000	4.330000	4.000000	4.000000
2.000000	1.500000	2.670000	4.500000	4.000000	3.000000	2.670000	2.670000	2.670000	3.500000	3.000000	3.500000	3.330000	3.500000	3.670000	4.000000	4.000000	4.000000	4.000000	3.000000	2.750000	2.200000	2.000000	2.200000	6.000000	5.670000	5.330000	1.000000	1.000000	6.000000	6.500000	4.000000
2.670000	2.000000	4.330000	4.500000	5.000000	2.500000	3.000000	3.000000	3.670000	3.500000	3.000000	4.000000	4.000000	4.000000	3.670000	3.500000	3.000000	3.000000	3.000000	3.000000	3.250000	2.800000	2.250000	3.400000	5.330000	4.670000	5.330000	3.670000	3.500000	5.330000	5.500000	5.670000
2.000000	2.000000	2.670000	3.500000	3.000000	3.500000	3.000000	3.000000	3.000000	3.000000	3.670000	5.000000	3.330000	5.000000	4.000000	4.500000	4.000000	4.000000	4.000000	3.000000	3.250000	3.200000	2.500000	2.800000	3.670000	3.670000	3.400000	1.570000	1.000000	5.770000	6.350000	6.430000
3.000000	1.500000	1.670000	2.000000	2.670000	2.000000	3.330000	3.330000	2.330000	2.500000	4.000000	6.000000	5.670000	5.000000	5.670000	5.500000	4.000000	3.750000	4.000000	2.600000	3.250000	3.800000	1.500000	2.200000	3.670000	3.330000	2.330000	2.670000	2.500000	6.670000	6.500000	6.000000
3.000000	2.000000	2.330000	2.000000	2.000000	1.500000	3.000000	3.670000	3.330000	3.500000	4.000000	5.000000	5.330000	5.500000	5.330000	4.500000	4.000000	4.000000	4.000000	1.600000	4.250000	3.600000	3.000000	2.600000	1.330000	1.330000	1.330000	1.330000	1.000000	6.670000	7.000000	7.000000
3.000000	2.000000	2.000000	3.000000	2.670000	2.000000	3.000000	2.330000	2.670000	1.500000	4.330000	5.500000	6.000000	5.000000	4.670000	3.500000	3.670000	3.250000	3.330000	4.200000	3.750000	3.200000	3.500000	3.600000	4.000000	3.000000	2.330000	2.000000	1.500000	6.670000	6.500000	6.330000
2.330000	2.000000	3.000000	2.000000	2.670000	3.500000	2.330000	2.000000	2.670000	2.500000	4.670000	4.500000	4.330000	4.000000	3.330000	4.000000	3.670000	4.000000	4.000000	3.400000	3.250000	3.200000	2.500000	1.800000	3.000000	2.330000	2.670000	3.000000	4.000000	4.330000	4.500000	4.670000
3.330000	2.500000	5.000000	4.500000	4.670000	4.000000	2.670000	2.330000	3.000000	2.000000	4.330000	2.500000	4.330000	4.000000	4.670000	4.500000	3.670000	3.750000	3.330000	3.200000	3.500000	3.000000	2.500000	2.600000	5.000000	4.330000	5.000000	4.000000	2.500000	6.330000	6.000000	6.670000
2.330000	2.000000	4.100000	2.000000	3.330000	2.000000	3.670000	3.330000	3.000000	3.500000	4.000000	5.000000	5.000000	5.000000	3.000000	4.000000	3.670000	3.000000	3.670000	2.600000	2.500000	2.400000	2.000000	2.400000	3.000000	1.670000	3.000000	1.670000	1.500000	6.670000	6.500000	7.000000
2.000000	2.500000	3.670000	3.500000	2.670000	3.000000	2.330000	2.000000	3.330000	2.500000	4.000000	5.000000	5.000000	5.000000	4.670000	4.000000	4.000000	4.000000	4.000000	2.200000	3.250000	2.400000	2.250000	1.600000	2.670000	1.670000	2.000000	1.330000	1.000000	6.670000	7.000000	6.670000
1.670000	3.000000	4.670000	3.500000	2.330000	2.000000	3.100000	2.870000	2.930000	2.200000	3.000000	1.500000	4.670000	2.500000	4.000000	3.000000	4.000000	3.750000	3.670000	3.000000	2.500000	3.000000	2.000000	3.400000	4.330000	4.000000	3.670000	2.330000	1.000000	6.000000	5.500000	5.670000
4.330000	2.500000	4.330000	6.000000	6.000000	3.500000	2.330000	2.330000	3.330000	4.000000	3.000000	5.500000	4.000000	5.000000	2.670000	3.500000	3.670000	3.250000	4.000000	3.200000	3.250000	2.800000	2.750000	2.400000	6.000000	5.670000	7.000000	3.670000	5.000000	5.670000	5.500000	6.000000
1.670000	1.500000	1.670000	2.500000	3.000000	1.500000	4.000000	4.000000	4.000000	3.000000	5.000000	5.500000	5.000000	5.500000	3.670000	4.000000	4.000000	3.750000	3.670000	2.000000	2.750000	1.800000	2.000000	1.600000	5.330000	4.330000	3.330000	3.330000	1.000000	6.330000	6.500000	7.000000
1.000000	1.000000	3.330000	1.000000	3.670000	1.500000	3.330000	2.670000	3.000000	4.000000	4.330000	5.500000	6.000000	6.000000	5.330000	5.500000	4.000000	4.000000	4.000000	2.000000	3.000000	2.800000	1.750000	2.600000	2.670000	3.000000	2.330000	1.330000	1.000000	6.000000	4.500000	5.000000
2.000000	1.000000	1.330000	1.000000	1.000000	1.000000	3.330000	3.330000	4.000000	4.000000	5.330000	4.500000	5.670000	5.500000	5.670000	5.500000	3.670000	3.750000	4.000000	2.800000	3.500000	2.200000	2.500000	3.200000	2.330000	2.670000	2.670000	1.330000	1.000000	5.330000	5.000000	5.670000
2.670000	2.000000	3.330000	3.500000	3.330000	2.500000	1.670000	1.000000	1.670000	2.500000	3.670000	3.000000	2.000000	1.500000	4.670000	5.000000	4.000000	4.000000	4.000000	2.600000	2.250000	3.000000	2.000000	2.600000	3.670000	2.670000	2.000000	3.000000	1.500000	6.000000	6.500000	6.330000
2.330000	1.000000	1.330000	2.000000	2.330000	1.000000	3.000000	2.670000	3.000000	4.000000	5.070000	5.500000	5.330000	5.000000	5.330000	5.000000	3.330000	4.000000	3.670000	2.800000	2.750000	2.800000	1.750000	2.540000	4.670000	2.670000	2.330000	2.000000	1.500000	6.330000	6.500000	6.670000
2.000000	1.500000	3.000000	2.000000	1.670000	2.000000	3.330000	2.670000	3.330000	3.500000	5.670000	4.500000	5.330000	3.000000	4.330000	4.500000	3.670000	2.250000	3.000000	3.000000	3.500000	2.800000	2.500000	2.000000	4.000000	2.330000	3.330000	2.330000	2.000000	6.330000	5.000000	5.000000
2.670000	3.500000	3.670000	3.500000	3.330000	2.500000	3.000000	1.330000	2.330000	1.500000	3.670000	4.000000	4.670000	2.000000	4.330000	4.500000	3.670000	3.500000	2.000000	3.200000	3.000000	3.000000	1.770000	2.200000	4.670000	3.670000	4.330000	4.670000	5.000000	5.330000	5.000000	5.670000
1.330000	1.500000	3.000000	3.000000	4.330000	2.500000	2.330000	3.330000	3.000000	3.500000	4.330000	3.000000	3.000000	3.000000	5.670000	6.000000	3.670000	4.000000	4.000000	2.000000	3.000000	2.400000	2.000000	1.600000	4.000000	3.670000	3.670000	2.000000	1.000000	6.670000	6.000000	6.670000
3.000000	1.500000	4.000000	3.500000	3.670000	2.000000	3.000000	2.670000	3.000000	3.500000	5.000000	4.500000	3.330000	4.500000	4.670000	4.500000	4.000000	4.000000	4.000000	3.200000	3.000000	3.000000	2.500000	2.000000	2.670000	1.670000	2.330000	1.330000	1.000000	6.670000	7.000000	6.670000
2.670000	1.000000	2.330000	2.000000	2.330000	1.500000	3.330000	3.000000	3.000000	3.500000	5.000000	3.500000	5.000000	4.000000	5.000000	5.000000	4.000000	3.750000	3.670000	2.800000	2.500000	2.400000	2.000000	2.400000	2.330000	2.330000	2.000000	1.330000	2.000000	7.000000	6.500000	5.330000
1.330000	1.500000	4.670000	3.500000	2.330000	1.000000	3.670000	2.670000	3.000000	4.000000	3.330000	5.500000	4.330000	5.000000	2.670000	3.500000	3.330000	3.750000	3.670000	2.800000	3.000000	1.600000	2.500000	2.000000	2.000000	2.000000	4.000000	6.330000	2.500000	6.670000	7.000000	6.000000
3.330000	4.500000	4.000000	3.500000	5.000000	3.500000	2.670000	2.000000	2.670000	3.500000	3.670000	6.000000	5.670000	4.500000	5.670000	5.000000	4.000000	4.000000	3.330000	3.200000	4.000000	3.000000	2.750000	3.000000	3.670000	3.670000	2.670000	5.670000	2.500000	7.000000	6.500000	6.670000
3.000000	2.500000	3.330000	5.500000	4.670000	4.000000	3.000000	3.000000	3.000000	3.500000	2.670000	3.000000	4.330000	4.000000	3.330000	3.500000	3.000000	3.000000	3.670000	3.800000	2.750000	2.800000	1.750000	2.400000	5.000000	5.330000	4.330000	2.000000	4.000000	4.330000	4.000000	4.670000
2.330000	2.000000	2.000000	3.000000	3.330000	2.000000	2.670000	2.670000	2.330000	3.000000	4.670000	5.000000	4.670000	5.000000	4.670000	4.500000	3.670000	3.750000	3.670000	3.000000	3.250000	3.000000	2.500000	2.400000	3.330000	3.330000	2.670000	3.000000	2.000000	4.670000	5.500000	5.800000
1.670000	2.000000	1.670000	3.000000	4.330000	1.500000	2.000000	3.330000	3.330000	4.000000	4.000000	5.500000	4.330000	5.000000	4.000000	4.500000	3.330000	3.250000	3.670000	3.000000	3.000000	2.800000	1.250000	3.400000	3.670000	3.670000	3.670000	1.000000	1.000000	5.000000	5.000000	5.000000
1.000000	1.000000	2.670000	1.000000	1.000000	1.000000	4.000000	2.330000	3.000000	2.500000	4.000000	4.500000	6.000000	6.000000	5.330000	5.500000	3.670000	3.500000	3.670000	3.400000	3.000000	2.600000	1.250000	2.600000	2.670000	2.670000	2.000000	4.000000	3.500000	5.670000	4.500000	5.670000
1.000000	1.000000	1.000000	2.500000	3.000000	1.000000	3.330000	2.670000	2.670000	3.500000	4.670000	5.500000	5.670000	6.000000	5.330000	6.000000	3.000000	3.250000	2.330000	3.600000	1.750000	3.000000	2.500000	2.600000	7.000000	5.330000	1.670000	1.000000	1.500000	5.670000	6.500000	7.000000
2.000000	1.000000	1.330000	1.000000	1.670000	1.000000	3.330000	3.000000	4.000000	4.000000	4.330000	5.000000	4.670000	5.000000	4.670000	5.500000	4.000000	4.000000	4.000000	2.800000	2.500000	2.000000	2.000000	1.600000	3.330000	3.330000	3.000000	1.670000	1.000000	5.330000	5.000000	6.000000
2.330000	2.500000	2.670000	5.000000	5.330000	2.000000	3.330000	3.330000	3.670000	3.500000	4.000000	6.000000	4.000000	5.500000	3.000000	4.500000	3.330000	4.000000	3.670000	3.400000	2.250000	3.400000	2.250000	3.600000	4.000000	4.670000	4.330000	2.330000	2.500000	5.330000	5.000000	6.000000
1.670000	1.000000	2.000000	1.500000	2.000000	1.000000	2.670000	3.000000	3.670000	4.000000	4.670000	3.000000	6.000000	6.000000	6.000000	5.500000	4.000000	4.000000	4.000000	1.600000	3.000000	3.200000	1.750000	2.600000	1.670000	1.330000	1.670000	1.330000	1.000000	7.000000	7.000000	7.000000
3.000000	2.500000	4.000000	3.500000	2.670000	2.500000	2.330000	2.330000	3.330000	3.000000	4.330000	5.000000	4.330000	5.000000	4.670000	5.000000	3.330000	4.000000	3.670000	3.400000	3.000000	2.800000	3.000000	2.800000	1.670000	2.670000	1.670000	2.000000	1.000000	5.670000	6.000000	6.000000
1.330000	2.000000	2.000000	3.500000	2.000000	1.500000	3.330000	2.670000	3.330000	3.500000	2.330000	2.500000	4.000000	4.500000	3.670000	4.500000	3.670000	3.500000	3.000000	3.800000	3.750000	4.000000	2.750000	3.400000	4.670000	4.000000	3.330000	3.330000	3.500000	5.330000	5.500000	5.670000
1.670000	1.500000	1.000000	3.000000	3.670000	1.500000	3.000000	2.670000	2.000000	2.500000	4.330000	4.500000	5.670000	5.500000	5.670000	5.000000	4.000000	4.000000	4.000000	3.200000	3.500000	2.000000	1.000000	1.800000	3.330000	3.000000	2.330000	2.000000	1.500000	5.330000	5.500000	6.670000
4.330000	2.500000	3.230000	5.000000	4.670000	4.500000	3.330000	2.670000	3.000000	3.500000	4.000000	5.000000	5.000000	5.000000	4.330000	4.500000	3.670000	3.750000	3.000000	3.200000	3.750000	2.600000	2.250000	3.040000	2.330000	1.330000	1.670000	2.330000	1.000000	7.000000	7.000000	6.670000
3.330000	2.000000	2.000000	3.000000	2.670000	2.500000	2.670000	2.670000	2.670000	4.000000	4.670000	5.500000	5.670000	5.500000	5.670000	5.500000	4.000000	4.000000	4.000000	2.400000	2.750000	2.800000	2.000000	2.000000	2.000000	1.670000	1.330000	2.000000	1.000000	5.330000	6.500000	5.330000
1.330000	1.000000	2.000000	3.000000	1.330000	1.000000	3.330000	2.670000	2.330000	3.000000	4.670000	6.000000	5.330000	5.500000	5.000000	5.500000	3.330000	3.500000	3.670000	2.400000	2.500000	3.800000	2.250000	3.400000	3.000000	2.670000	2.670000	2.330000	1.500000	6.330000	6.000000	5.670000
2.000000	1.500000	1.670000	2.000000	3.330000	2.000000	2.670000	2.330000	2.330000	4.000000	4.000000	5.500000	4.670000	4.000000	3.670000	3.000000	3.670000	4.000000	3.670000	2.000000	2.750000	2.400000	1.500000	2.000000	2.670000	2.670000	1.670000	4.000000	4.000000	5.000000	5.500000	6.000000
2.670000	1.500000	2.670000	3.500000	3.670000	2.500000	3.330000	3.330000	3.330000	4.000000	4.330000	3.000000	4.670000	4.000000	5.000000	5.000000	4.000000	4.000000	4.000000	2.200000	2.750000	2.400000	1.500000	3.400000	4.000000	2.670000	2.000000	1.670000	1.000000	7.000000	6.500000	6.670000
2.000000	2.000000	2.330000	2.500000	4.330000	2.000000	1.670000	1.330000	2.330000	1.000000	3.330000	4.500000	4.670000	4.000000	4.000000	4.000000	2.670000	3.250000	3.000000	3.400000	3.500000	3.000000	2.250000	3.600000	4.670000	5.670000	6.000000	3.670000	3.500000	4.000000	4.000000	4.670000
5.330000	4.500000	5.000000	5.500000	4.330000	3.500000	3.000000	3.670000	3.330000	3.000000	2.000000	2.000000	1.330000	2.000000	4.670000	4.500000	3.330000	3.500000	3.670000	2.800000	3.000000	2.400000	3.250000	3.000000	5.330000	6.000000	5.670000	1.000000	1.000000	4.670000	6.000000	6.000000
1.000000	1.000000	1.670000	1.000000	1.670000	1.500000	3.000000	3.000000	4.000000	3.500000	5.670000	6.000000	5.670000	5.500000	5.670000	6.000000	4.000000	3.750000	3.670000	3.200000	1.500000	2.400000	1.750000	1.800000	2.330000	2.000000	2.330000	2.330000	1.500000	6.330000	6.500000	7.000000
4.330000	2.000000	2.330000	3.500000	2.330000	2.000000	2.330000	1.670000	2.670000	3.000000	3.330000	1.500000	3.670000	2.000000	3.000000	2.500000	3.670000	3.500000	3.000000	3.600000	4.250000	3.000000	2.250000	2.800000	5.330000	5.330000	4.670000	4.330000	3.000000	3.670000	3.000000	3.670000
1.670000	1.000000	3.330000	2.000000	2.670000	2.000000	2.330000	3.330000	2.670000	2.500000	3.000000	5.500000	5.000000	6.000000	4.670000	5.000000	4.000000	4.000000	4.000000	4.000000	4.250000	2.800000	3.020000	2.900000	3.000000	1.670000	1.330000	2.000000	1.000000	6.000000	5.500000	5.000000
3.330000	2.500000	4.000000	4.500000	3.670000	2.500000	2.330000	3.000000	2.670000	2.500000	3.330000	4.500000	4.000000	3.500000	4.330000	4.000000	4.000000	3.750000	3.670000	3.200000	2.750000	2.400000	2.000000	2.800000	5.330000	4.330000	4.000000	4.000000	4.500000	5.330000	5.000000	5.670000
2.670000	2.500000	3.000000	2.000000	2.000000	2.000000	3.000000	2.000000	2.330000	4.000000	4.670000	4.500000	5.000000	5.000000	5.330000	4.000000	3.330000	4.000000	3.000000	3.000000	3.500000	3.000000	2.250000	2.600000	3.000000	4.000000	3.000000	2.330000	1.000000	3.330000	3.500000	5.330000
3.330000	3.000000	3.330000	3.500000	5.330000	4.000000	3.000000	2.330000	3.000000	2.500000	3.000000	2.500000	3.670000	4.000000	4.330000	4.000000	3.000000	3.000000	2.670000	3.200000	3.500000	2.800000	2.770000	2.700000	5.330000	4.330000	5.330000	2.330000	1.500000	5.000000	5.500000	5.000000
3.000000	1.500000	3.330000	2.500000	2.000000	2.000000	4.000000	4.000000	3.670000	4.000000	3.330000	5.500000	5.330000	5.000000	3.000000	3.000000	4.000000	4.000000	3.670000	2.600000	3.250000	2.800000	2.250000	2.000000	5.670000	4.670000	2.670000	2.330000	1.500000	5.670000	5.000000	5.330000
